Player,Overs,Mdns,Runs,Wkts,Econ,Inns,,Opposition,Ground,Start Date,
Mohammed Shami (IND),10.0,2,66,1,6.60,1,,v West Indies,Cuttack,22 Dec 2019,
JR Hazlewood (AUS),10.0,1,66,1,6.60,1,,v India,Canberra,2 Dec 2020,
RJW Topley (ENG),9.2,0,66,1,7.07,1,,v India,Pune,28 Mar 2021,
L Ngidi (SA),9.0,0,66,1,7.33,2,,v Pakistan,Johannesburg,4 Apr 2021,
NT Ellis (AUS),9.0,0,66,1,7.33,2,,v Pakistan,Lahore,31 Mar 2022,
Mustafizur Rahman (BAN),10.0,0,66,1,6.60,1,,v India,Chattogram,10 Dec 2022,
L Ngidi (SA),9.0,0,66,1,7.33,1,,v England,Bloemfontein,29 Jan 2023,
M Jansen (SA),10.0,0,66,1,6.60,1,,v England,Bloemfontein,29 Jan 2023,
Shaheen Shah Afridi (PAK),9.0,0,66,1,7.33,1,,v Sri Lanka,Hyderabad,10 Oct 2023,
Usama Mir (PAK),10.0,0,66,1,6.60,1,,v Bangladesh,Eden Gardens,31 Oct 2023,
Mohammed Shami (IND),7.5,0,66,1,8.42,1,,v England,Cuttack,9 Feb 2025,
Wahab Riaz (PAK),10.0,0,67,1,6.70,1,,v West Indies,Christchurch,21 Feb 2015,
PJ Cummins (AUS),9.0,0,67,1,7.44,1,,v New Zealand,Birmingham,2 Jun 2017,
JP Faulkner (AUS),10.0,1,67,1,6.70,1,,v India,Chennai,17 Sep 2017,
LE Plunkett (ENG),10.0,0,67,1,6.70,1,,v West Indies,The Oval,27 Sep 2017,
AU Rashid (ENG),10.0,0,67,1,6.70,1,,v West Indies,The Oval,27 Sep 2017,
D Paterson (SA),8.5,0,67,1,7.58,2,,v Bangladesh,Paarl,18 Oct 2017,
PJ Cummins (AUS),10.0,1,67,1,6.70,1,,v England,Sydney,21 Jan 2018,
L Ngidi (SA),9.0,0,67,1,7.44,1,,v Australia,Adelaide,9 Nov 2018,
B Kumar (IND),9.0,0,67,1,7.44,2,,v Australia,Mohali,10 Mar 2019,
Mohammad Hasnain (PAK),8.0,0,67,1,8.37,1,,v England,Leeds,19 May 2019,
Hasan Ali (PAK),10.0,0,67,1,6.70,1,,v Australia,Taunton,12 Jun 2019,
Mohammad Amir (PAK),10.0,0,67,1,6.70,1,,v New Zealand,Birmingham,26 Jun 2019,
AU Rashid (ENG),9.4,0,67,1,6.93,2,,v Australia,Manchester,13 Sep 2020,
JT Smuts (SA),8.0,0,67,1,8.37,1,,v Pakistan,Centurion,7 Apr 2021,
SM Curran (ENG),10.0,1,67,1,6.70,1,,v South Africa,Chester-le-Street,19 Jul 2022,
Mosaddek Hossain (BAN),9.2,0,67,1,7.17,2,,v Zimbabwe,Harare,5 Aug 2022,
AF Milne (NZ),10.0,0,67,1,6.70,1,,v India,Auckland,25 Nov 2022,
Mohammed Shami (IND),9.0,0,67,1,7.44,2,,v Sri Lanka,Guwahati,10 Jan 2023,
A Zampa (AUS),10.0,0,67,1,6.70,1,,v India,Indore,24 Sep 2023,
MJ Henry (NZ),6.2,0,67,1,10.57,1,,v Australia,Dharamsala,28 Oct 2023,
Abrar Ahmed (PAK),10.0,0,67,1,6.70,2,,v New Zealand,Karachi,14 Feb 2025,
MM Ali (ENG),8.0,1,68,1,8.50,1,,v Australia,Lord's,5 Sep 2015,
M Morkel (SA),9.0,0,68,1,7.55,1,,v West Indies,Bridgetown,24 Jun 2016,
JJ Bumrah (IND),10.0,1,68,1,6.80,1,,v England,Eden Gardens,22 Jan 2017,
AU Rashid (ENG),10.0,0,68,1,6.80,2,,v Ireland,Lord's,7 May 2017,
Rumman Raees (PAK),10.0,0,68,1,6.80,1,,v New Zealand,Wellington,6 Jan 2018,
YS Chahal (IND),5.3,0,68,1,12.36,2,,v South Africa,Johannesburg,10 Feb 2018,
Rashid Khan (AFG),9.0,0,68,1,7.55,2,,v Scotland,Bulawayo,4 Mar 2018,
TG Southee (NZ),8.0,0,68,1,8.50,2,,v Sri Lanka,Mount Maunganui,5 Jan 2019,
A Zampa (AUS),9.0,0,68,1,7.55,2,,v Pakistan,Dubai (DICS),31 Mar 2019,
Mashrafe Mortaza (BAN),10.0,0,68,1,6.80,1,,v England,Cardiff,8 Jun 2019,
A Zampa (AUS),9.0,0,68,1,7.55,2,,v Bangladesh,Nottingham,20 Jun 2019,
Mohammed Shami (IND),9.0,0,68,1,7.55,2,,v Bangladesh,Birmingham,2 Jul 2019,
AU Rashid (ENG),7.4,0,68,1,8.86,2,,v Australia,Manchester,16 Sep 2020,
Mohammed Siraj (IND),9.0,0,68,1,7.55,1,,v Australia,Rajkot,27 Sep 2023,
MW Short (AUS),10.0,0,68,1,6.80,1,,v England,Nottingham,19 Sep 2024,
N Burger (SA),10.0,0,68,1,6.80,1,,v Afghanistan,Sharjah,20 Sep 2024,
N Peter (SA),10.0,0,68,1,6.80,1,,v Afghanistan,Sharjah,20 Sep 2024,
S Mahmood (ENG),10.0,0,68,1,6.80,1,,v India,Ahmedabad,12 Feb 2025,
Naseem Shah (PAK),10.0,0,68,1,6.80,1,,v South Africa,Karachi,12 Feb 2025,
Mashrafe Mortaza (BAN),10.0,0,69,1,6.90,1,,v India,Melbourne,19 Mar 2015,
ST Finn (ENG),10.0,1,69,1,6.90,1,,v New Zealand,The Oval,12 Jun 2015,
MM Ali (ENG),10.0,0,69,1,6.90,1,,v Sri Lanka,Nottingham,21 Jun 2016,
Wahab Riaz (PAK),9.0,0,69,1,7.66,2,,v West Indies,Providence,7 Apr 2017,
Mustafizur Rahman (BAN),9.0,0,69,1,7.66,1,,v Australia,Nottingham,20 Jun 2019,
Hasan Ali (PAK),9.0,0,69,1,7.66,2,,v England,Birmingham,13 Jul 2021,
SSB Magala (SA),10.0,0,69,1,6.90,2,,v India,Cape Town,23 Jan 2022,
YS Chahal (IND),9.0,0,69,1,7.66,1,,v West Indies,Port of Spain,24 Jul 2022,
Ravi Bishnoi (IND),8.0,0,69,1,8.62,1,,v South Africa,Lucknow,6 Oct 2022,
BM Tickner (NZ),10.0,0,69,1,6.90,1,,v India,Hyderabad,18 Jan 2023,
Mohammed Shami (IND),10.0,1,69,1,6.90,2,,v New Zealand,Hyderabad,18 Jan 2023,
NT Ellis (AUS),10.0,0,69,1,6.90,1,,v South Africa,Potchefstroom,12 Sep 2023,
Shakib Al Hasan (BAN),9.0,0,69,1,7.66,1,,v South Africa,Wankhede,24 Oct 2023,
JDS Neesham (NZ),5.3,0,69,1,12.54,1,,v South Africa,Pune,1 Nov 2023,
C Bosch (SA),9.0,0,69,1,7.66,1,,v Pakistan,Johannesburg,22 Dec 2024,
BA Carse (ENG),7.0,0,69,1,9.85,2,,v Australia,Lahore,22 Feb 2025,
Hamid Hassan (AFG),10.0,0,70,1,7.00,1,,v Australia,W.A.C.A,4 Mar 2015,
TG Southee (NZ),10.0,0,70,1,7.00,2,,v England,Nottingham,17 Jun 2015,
Harbhajan Singh (IND),10.0,0,70,1,7.00,1,,v South Africa,Wankhede,25 Oct 2015,
M Morkel (SA),10.0,0,70,1,7.00,1,,v England,Bloemfontein,3 Feb 2016,
TA Boult (NZ),10.0,0,70,1,7.00,1,,v South Africa,Hamilton,1 Mar 2017,
TG Southee (NZ),10.0,0,70,1,7.00,1,,v South Africa,Hamilton,1 Mar 2017,
Hasan Ali (PAK),10.0,0,70,1,7.00,1,,v India,Birmingham,4 Jun 2017,
AC Agar (AUS),10.0,0,70,1,7.00,1,,v England,Nottingham,19 Jun 2018,
HH Pandya (IND),10.0,0,70,1,7.00,1,,v England,Lord's,14 Jul 2018,
B Kumar (IND),10.0,0,70,1,7.00,1,,v West Indies,Pune,27 Oct 2018,
Hasan Ali (PAK),10.0,0,70,1,7.00,1,,v England,Leeds,19 May 2019,
TG Southee (NZ),9.0,0,70,1,7.77,1,,v England,Chester-le-Street,3 Jul 2019,
MA Starc (AUS),9.0,0,70,1,7.77,2,,v England,Birmingham,11 Jul 2019,
DJ Willey (ENG),10.0,1,70,1,7.00,2,,v Ireland,Southampton,4 Aug 2020,
MW Parkinson (ENG),9.0,0,70,1,7.77,1,,v Pakistan,Birmingham,13 Jul 2021,
HH Pandya (IND),7.0,0,70,1,10.00,2,,v New Zealand,Hyderabad,18 Jan 2023,
Noor Ahmad (AFG),9.0,0,70,1,7.77,1,,v Sri Lanka,Hambantota,4 Jun 2023,
AU Rashid (ENG),8.0,0,70,1,8.75,2,,v New Zealand,Cardiff,8 Sep 2023,
A Zampa (AUS),10.0,0,70,1,7.00,1,,v South Africa,Lucknow,12 Oct 2023,
MA Starc (AUS),9.0,0,70,1,7.77,1,,v Afghanistan,Wankhede,7 Nov 2023,
C Bosch (SA),8.0,0,70,1,8.75,2,,v Pakistan,Karachi,12 Feb 2025,
SR Watson (AUS),7.0,0,71,1,10.14,2,,v Sri Lanka,Sydney,8 Mar 2015,
LE Plunkett (ENG),9.0,0,71,1,7.88,1,,v New Zealand,The Oval,12 Jun 2015,
Mohammad Amir (PAK),10.0,0,71,1,7.10,1,,v Australia,Adelaide,26 Jan 2017,
LH Ferguson (NZ),10.0,0,71,1,7.10,1,,v South Africa,Wellington,25 Feb 2017,
AC Agar (AUS),10.0,0,71,1,7.10,2,,v India,Indore,24 Sep 2017,
B Kumar (IND),10.0,1,71,1,7.10,1,,v South Africa,Durban,1 Feb 2018,
MA Wood (ENG),10.0,0,71,1,7.10,1,,v Scotland,Edinburgh,10 Jun 2018,
Wahab Riaz (PAK),10.0,0,71,1,7.10,1,,v India,Manchester,16 Jun 2019,
Zahid Mahmood (PAK),10.0,0,71,1,7.10,1,,v Australia,Lahore,31 Mar 2022,
BM Tickner (NZ),10.0,0,71,1,7.10,2,,v Ireland,Dublin (Malahide),15 Jul 2022,
Shadab Khan (PAK),10.0,1,71,1,7.10,1,,v India,Colombo (RPS),10 Sep 2023,
PJ Cummins (AUS),9.0,0,71,1,7.88,1,,v South Africa,Lucknow,12 Oct 2023,
LB Williams (SA),10.0,0,71,1,7.10,1,,v India,Paarl,21 Dec 2023,
Agha Salman (PAK),10.0,0,71,1,7.10,2,,v South Africa,Cape Town,19 Dec 2024,
AU Rashid (ENG),10.0,0,72,1,7.20,2,,v New Zealand,Southampton,14 Jun 2015,
MA Wood (ENG),10.0,0,72,1,7.20,1,,v Australia,Southampton,3 Sep 2015,
KA Maharaj (SA),10.0,0,72,1,7.20,1,,v England,Southampton,27 May 2017,
CR Woakes (ENG),9.0,0,72,1,8.00,2,,v Pakistan,Southampton,11 May 2019,
Kuldeep Yadav (IND),10.0,0,72,1,7.20,1,,v England,Birmingham,30 Jun 2019,
T Shamsi (SA),10.0,0,72,1,7.20,1,,v India,Eden Gardens,5 Nov 2023,
Sohail Khan (PAK),10.0,1,73,1,7.30,1,,v West Indies,Christchurch,21 Feb 2015,
LH Ferguson (NZ),9.0,0,73,1,8.11,1,,v Australia,Sydney,4 Dec 2016,
TA Boult (NZ),10.0,0,73,1,7.30,1,,v Pakistan,Hamilton,16 Jan 2018,
AL Phehlukwayo (SA),8.3,0,73,1,8.58,2,,v New Zealand,Birmingham,19 Jun 2019,
B Kumar (IND),10.0,0,73,1,7.30,1,,v Sri Lanka,Leeds,6 Jul 2019,
JJ Bumrah (IND),10.0,0,73,1,7.30,1,,v Australia,Sydney,27 Nov 2020,
Mohammed Shami (IND),9.0,0,73,1,8.11,1,,v Australia,Sydney,29 Nov 2020,
T Natarajan (IND),10.0,0,73,1,7.30,2,,v England,Pune,28 Mar 2021,
BA Carse (ENG),9.0,0,73,1,8.11,2,,v West Indies,North Sound,3 Dec 2023,
MG Bracewell (NZ),9.0,0,73,1,8.11,1,,v Sri Lanka,Dambulla,13 Nov 2024,
UT Yadav (IND),10.0,0,74,1,7.40,2,,v Australia,Brisbane,15 Jan 2016,
R Dhawan (IND),10.0,0,74,1,7.40,1,,v Australia,Sydney,23 Jan 2016,
C de Grandhomme (NZ),9.0,0,74,1,8.22,1,,v Australia,Canberra,6 Dec 2016,
JR Hazlewood (AUS),10.0,0,74,1,7.40,2,,v Pakistan,Adelaide,26 Jan 2017,
AL Phehlukwayo (SA),10.0,1,74,1,7.40,1,,v England,Southampton,27 May 2017,
Kuldeep Yadav (IND),10.0,0,74,1,7.40,1,,v Australia,Delhi,13 Mar 2019,
MA Starc (AUS),10.0,0,74,1,7.40,1,,v India,The Oval,9 Jun 2019,
PJ Cummins (AUS),10.0,0,74,1,7.40,2,,v England,Manchester,11 Sep 2020,
Mohammad Hasnain (PAK),10.0,0,74,1,7.40,1,,v South Africa,Johannesburg,4 Apr 2021,
AF Milne (NZ),10.0,0,74,1,7.40,1,,v Bangladesh,Nelson,20 Dec 2023,
AAP Atkinson (ENG),8.0,0,74,1,9.25,1,,v India,Ahmedabad,12 Feb 2025,
L Ngidi (SA),9.0,0,74,1,8.22,2,,v Pakistan,Karachi,12 Feb 2025,
R Ashwin (IND),10.0,0,75,1,7.50,1,,v Zimbabwe,Auckland,14 Mar 2015,
AU Rashid (ENG),8.0,0,75,1,9.37,1,,v New Zealand,Nottingham,17 Jun 2015,
MM Ali (ENG),10.0,0,75,1,7.50,2,,v South Africa,Centurion,9 Feb 2016,
MA Wood (ENG),10.0,0,75,1,7.50,2,,v Pakistan,Nottingham,30 Aug 2016,
Mohammad Amir (PAK),10.0,0,75,1,7.50,1,,v Australia,Sydney,22 Jan 2017,
Rubel Hossain (BAN),10.0,0,75,1,7.50,1,,v South Africa,East London,22 Oct 2017,
T Shamsi (SA),9.0,0,75,1,8.33,1,,v Pakistan,Centurion,25 Jan 2019,
Faheem Ashraf (PAK),9.0,0,75,1,8.33,2,,v England,Bristol,14 May 2019,
Mustafizur Rahman (BAN),9.0,0,75,1,8.33,1,,v England,Cardiff,8 Jun 2019,
Shaheen Shah Afridi (PAK),10.0,1,75,1,7.50,1,,v South Africa,Johannesburg,4 Apr 2021,
L Ngidi (SA),10.0,1,75,1,7.50,1,,v Bangladesh,Centurion,18 Mar 2022,
LA Dawson (ENG),10.0,0,75,1,7.50,1,,v Australia,Melbourne,22 Nov 2022,
LS Livingstone (ENG),9.0,0,75,1,8.33,2,,v Australia,Nottingham,19 Sep 2024,
MA Wood (ENG),9.3,0,75,1,7.89,2,,v Australia,Lahore,22 Feb 2025,
DW Steyn (SA),8.5,0,76,1,8.60,2,,v New Zealand,Auckland,24 Mar 2015,
NM Lyon (AUS),10.0,0,76,1,7.60,2,,v India,Canberra,20 Jan 2016,
MJ Henry (NZ),9.0,0,76,1,8.44,2,,v West Indies,Manchester,22 Jun 2019,
Shafiul Islam (BAN),9.0,0,76,1,8.44,2,,v Zimbabwe,Sylhet,3 Mar 2020,
Hasan Ali (PAK),10.0,0,76,1,7.60,2,,v South Africa,Centurion,7 Apr 2021,
Mehidy Hasan Miraz (BAN),10.0,0,76,1,7.60,1,,v India,Chattogram,10 Dec 2022,
SSB Magala (SA),9.0,0,76,1,8.44,1,,v England,Kimberley,1 Feb 2023,
R Ravindra (NZ),10.0,0,76,1,7.60,1,,v England,Ahmedabad,5 Oct 2023,
Shoriful Islam (BAN),9.0,0,76,1,8.44,1,,v South Africa,Wankhede,24 Oct 2023,
Mustafizur Rahman (BAN),9.4,1,76,1,7.86,2,,v Australia,Pune,11 Nov 2023,
MR Marsh (AUS),9.4,0,77,1,7.96,2,,v India,Sydney,23 Jan 2016,
Umar Gul (PAK),10.0,0,77,1,7.70,1,,v England,Cardiff,4 Sep 2016,
BA Stokes (ENG),8.0,0,77,1,9.62,2,,v West Indies,St George's,27 Feb 2019,
LH Ferguson (NZ),10.0,0,77,1,7.70,1,,v India,Hyderabad,18 Jan 2023,
M Jansen (SA),10.0,1,77,1,7.70,1,,v West Indies,East London,18 Mar 2023,
CP Tremain (AUS),10.0,0,78,1,7.80,1,,v South Africa,Johannesburg,2 Oct 2016,
IS Sodhi (NZ),7.4,0,78,1,10.17,2,,v England,Christchurch,10 Mar 2018,
UT Yadav (IND),10.0,0,78,1,7.80,2,,v West Indies,Visakhapatnam,24 Oct 2018,
Mohammed Siraj (IND),9.0,0,78,1,8.66,2,,v New Zealand,Wankhede,15 Nov 2023,
Mohammed Siraj (IND),9.0,0,78,1,8.66,1,,v Sri Lanka,Colombo (RPS),7 Aug 2024,
AU Rashid (ENG),10.0,0,78,1,7.80,2,,v India,Cuttack,9 Feb 2025,
MA Starc (AUS),10.0,0,79,1,7.90,1,,v England,Manchester,8 Sep 2015,
JJ Bumrah (IND),10.0,1,79,1,7.90,1,,v Australia,Sydney,29 Nov 2020,
IS Sodhi (NZ),10.0,0,79,1,7.90,2,,v Pakistan,Rawalpindi,29 Apr 2023,
Shaheen Shah Afridi (PAK),10.0,0,79,1,7.90,1,,v India,Colombo (RPS),10 Sep 2023,
NT Ellis (AUS),10.0,0,79,1,7.90,1,,v South Africa,Centurion,15 Sep 2023,
TA Boult (NZ),10.0,0,80,1,8.00,1,,v Australia,Canberra,6 Dec 2016,
TA Boult (NZ),10.0,0,80,1,8.00,1,,v Pakistan,Dubai (DICS),11 Nov 2018,
YS Chahal (IND),10.0,0,80,1,8.00,2,,v Australia,Mohali,10 Mar 2019,
Shaheen Shah Afridi (PAK),10.0,0,80,1,8.00,1,,v England,Southampton,11 May 2019,
SN Thakur (IND),9.0,0,80,1,8.88,2,,v New Zealand,Hamilton,5 Feb 2020,
LH Ferguson (NZ),10.0,0,80,1,8.00,1,,v West Indies,Bridgetown,21 Aug 2022,
LH Ferguson (NZ),9.0,0,80,1,8.88,1,,v England,The Oval,13 Sep 2023,
Anwar Ali (PAK),10.0,0,81,1,8.10,2,,v Zimbabwe,Lahore,26 May 2015,
Hasan Ali (PAK),10.0,1,81,1,8.10,1,,v England,Southampton,11 May 2019,
AU Rashid (ENG),10.0,0,81,1,8.10,2,,v Pakistan,Southampton,11 May 2019,
Wahab Riaz (PAK),10.0,0,81,1,8.10,1,,v Sri Lanka,Karachi,2 Oct 2019,
JC Archer (ENG),10.0,0,81,1,8.10,1,,v South Africa,Bloemfontein,27 Jan 2023,
MP Stoinis (AUS),10.0,1,81,1,8.10,1,,v South Africa,Centurion,15 Sep 2023,
UT Yadav (IND),8.0,0,82,1,10.25,1,,v Australia,Sydney,23 Jan 2016,
JT Ball (ENG),10.0,1,82,1,8.20,1,,v Bangladesh,The Oval,1 Jun 2017,
Usama Mir (PAK),9.0,0,82,1,9.11,1,,v Australia,Bengaluru,20 Oct 2023,
Hasan Ali (PAK),10.0,0,82,1,8.20,1,,v New Zealand,Bengaluru,4 Nov 2023,
JC Archer (ENG),10.0,0,82,1,8.20,2,,v Australia,Lahore,22 Feb 2025,
NA Saini (IND),10.0,0,83,1,8.30,1,,v Australia,Sydney,27 Nov 2020,
Abdul Rahman (AFG),10.0,0,83,1,8.30,2,,v Pakistan,Hambantota,24 Aug 2023,
MM Sharma (IND),7.0,0,84,1,12.00,1,,v South Africa,Wankhede,25 Oct 2015,
Hasan Ali (PAK),9.0,0,84,1,9.33,1,,v India,Manchester,16 Jun 2019,
SA Abbott (AUS),10.0,0,84,1,8.40,1,,v India,Canberra,2 Dec 2020,
WD Parnell (SA),9.0,0,85,1,9.44,1,,v India,Melbourne,22 Feb 2015,
Gulbadin Naib (AFG),8.0,0,85,1,10.62,1,,v Zimbabwe,Sharjah,11 Feb 2018,
Junaid Khan (PAK),10.0,0,85,1,8.50,2,,v England,Nottingham,17 May 2019,
Al-Amin Hossain (BAN),10.0,0,85,1,8.50,2,,v Zimbabwe,Sylhet,3 Mar 2020,
Haris Rauf (PAK),10.0,0,85,1,8.50,1,,v New Zealand,Bengaluru,4 Nov 2023,
K Rabada (SA),10.0,0,86,1,8.60,1,,v Australia,Durban,5 Oct 2016,
DJ Willey (ENG),10.0,0,86,1,8.60,1,,v Pakistan,Bristol,14 May 2019,
TA Boult (NZ),10.0,0,86,1,8.60,1,,v India,Wankhede,15 Nov 2023,
TG Southee (NZ),10.0,0,87,1,8.70,1,,v England,Dunedin,7 Mar 2018,
MJ Henry (NZ),10.0,0,87,1,8.70,2,,v Sri Lanka,Mount Maunganui,3 Jan 2019,
SN Thakur (IND),9.1,0,87,1,9.49,2,,v New Zealand,Mount Maunganui,11 Feb 2020,
Mustafizur Rahman (BAN),10.0,0,87,1,8.70,1,,v New Zealand,Wellington,26 Mar 2021,
YS Chahal (IND),10.0,0,89,1,8.90,1,,v Australia,Sydney,27 Nov 2020,
T Shamsi (SA),8.0,0,89,1,11.12,2,,v India,Lucknow,6 Oct 2022,
SA Abbott (AUS),10.0,0,91,1,9.10,1,,v India,Indore,24 Sep 2023,
B Kumar (IND),10.0,0,92,1,9.20,2,,v New Zealand,Kanpur,29 Oct 2017,
JT Ball (ENG),10.0,1,94,1,9.40,1,,v West Indies,Southampton,29 Sep 2017,
M Jansen (SA),9.4,0,94,1,9.72,1,,v India,Eden Gardens,5 Nov 2023,
CJ Jordan (ENG),9.0,0,97,1,10.77,1,,v New Zealand,The Oval,12 Jun 2015,
B Kumar (IND),10.0,0,106,1,10.60,1,,v South Africa,Wankhede,25 Oct 2015,
Fakhar Zaman (PAK),0.3,0,0,0,0.00,1,,v Hong Kong,Dubai (DICS),16 Sep 2018,
AT Rayudu (IND),0.1,0,0,0,0.00,1,,v Pakistan,Dubai (DICS),19 Sep 2018,
ST Finn (ENG),3.0,2,1,0,0.33,1,,v Ireland,Dublin (Malahide),8 May 2015,
V Kohli (IND),0.2,0,1,0,3.00,1,,v South Africa,Kanpur,11 Oct 2015,
Shoaib Malik (PAK),1.0,0,1,0,1.00,2,,v Ireland,Dublin (Malahide),18 Aug 2016,
AJ Finch (AUS),0.1,0,1,0,6.00,2,,v India,Bengaluru,28 Sep 2017,
Mohammad Hafeez (PAK),1.0,0,1,0,1.00,1,,v Sri Lanka,Sharjah,23 Oct 2017,
Mahmudullah (BAN),0.1,0,1,0,6.00,2,,v Sri Lanka,Mirpur,23 May 2021,
Mosaddek Hossain (BAN),1.0,0,1,0,1.00,2,,v Zimbabwe,Harare,16 Jul 2021,
SS Iyer (IND),0.1,0,1,0,6.00,2,,v South Africa,Paarl,21 Jan 2022,
BA Stokes (ENG),1.0,0,1,0,1.00,2,,v India,The Oval,12 Jul 2022,
Kuldeep Yadav (IND),1.0,0,1,0,1.00,1,,v Sri Lanka,Colombo (RPS),17 Sep 2023,
DJ Mitchell (NZ),0.3,0,1,0,2.00,2,,v Pakistan,Bengaluru,4 Nov 2023,
Rahmanullah Gurbaz (AFG),0.0,0,1,0,-,2,,v South Africa,Sharjah,22 Sep 2024,
Samiullah Shinwari (AFG),1.1,0,2,0,1.71,1,,v Bangladesh,Canberra,18 Feb 2015,
Mohammad Irfan (PAK),3.0,1,2,0,0.66,2,,v U.A.E.,Napier,4 Mar 2015,
MJ Guptill (NZ),1.0,0,2,0,2.00,2,,v Sri Lanka,Nelson,31 Dec 2015,
GJ Maxwell (AUS),1.0,0,2,0,2.00,2,,v India,Indore,24 Sep 2017,
SS Iyer (IND),1.0,0,2,0,2.00,2,,v Sri Lanka,Mohali,13 Dec 2017,
Kuldeep Yadav (IND),1.0,0,2,0,2.00,2,,v New Zealand,Hamilton,31 Jan 2019,
Mosaddek Hossain (BAN),1.0,0,2,0,2.00,2,,v Sri Lanka,Mirpur,25 May 2021,
Yasir Ali (BAN),1.0,0,2,0,2.00,2,,v Afghanistan,Chattogram,28 Feb 2022,
Afif Hossain (BAN),2.0,1,2,0,1.00,1,,v West Indies,Providence,16 Jul 2022,
Mujeeb Ur Rahman (AFG),1.0,0,2,0,2.00,2,,v Sri Lanka,Pallekele,27 Nov 2022,
SS Iyer (IND),1.0,0,2,0,2.00,2,,v Sri Lanka,Thiruvananthapuram,15 Jan 2023,
V Kohli (IND),0.3,0,2,0,4.00,1,,v Bangladesh,Pune,19 Oct 2023,
MP Stoinis (AUS),1.0,0,2,0,2.00,1,,v Afghanistan,Wankhede,7 Nov 2023,
A Ashok (NZ),0.1,0,2,0,12.00,2,,v Bangladesh,Napier,23 Dec 2023,
Towhid Hridoy (BAN),0.1,0,2,0,12.00,2,,v Sri Lanka,Chattogram,15 Mar 2024,
MW Short (AUS),1.0,0,2,0,2.00,1,,v Pakistan,Melbourne,4 Nov 2024,
SK Raina (IND),1.0,0,3,0,3.00,2,,v South Africa,Melbourne,22 Feb 2015,
C Munro (NZ),2.0,0,3,0,1.50,1,,v South Africa,Potchefstroom,23 Aug 2015,
F Behardien (SA),1.0,0,3,0,3.00,2,,v West Indies,Providence,3 Jun 2016,
KS Williamson (NZ),1.0,0,3,0,3.00,1,,v Australia,Melbourne,9 Dec 2016,
Imad Wasim (PAK),0.3,0,3,0,6.00,2,,v India,The Oval,18 Jun 2017,
Imad Wasim (PAK),1.0,0,3,0,3.00,2,,v Sri Lanka,Abu Dhabi,16 Oct 2017,
JE Root (ENG),1.0,0,3,0,3.00,2,,v Australia,Adelaide,26 Jan 2018,
AU Rashid (ENG),1.0,0,3,0,3.00,1,,v Pakistan,The Oval,8 May 2019,
Saud Shakeel (PAK),0.5,0,3,0,3.60,2,,v England,Cardiff,8 Jul 2021,
MP Stoinis (AUS),1.0,0,3,0,3.00,1,,v Sri Lanka,Pallekele,14 Jun 2022,
MR Marsh (AUS),1.0,0,3,0,3.00,1,,v Sri Lanka,Colombo (RPS),24 Jun 2022,
Mehidy Hasan Miraz (BAN),1.0,0,3,0,3.00,1,,v Ireland,Sylhet,23 Mar 2023,
Kuldeep Yadav (IND),2.0,0,3,0,1.50,2,,v Sri Lanka,Wankhede,2 Nov 2023,
GD Phillips (NZ),1.0,0,3,0,3.00,1,,v Sri Lanka,Bengaluru,9 Nov 2023,
Mehidy Hasan Miraz (BAN),1.0,0,3,0,3.00,1,,v New Zealand,Napier,23 Dec 2023,
Azmatullah Omarzai (AFG),3.0,0,3,0,1.00,1,,v South Africa,Sharjah,18 Sep 2024,
Sabbir Rahman (BAN),1.0,0,4,0,4.00,2,,v Afghanistan,Canberra,18 Feb 2015,
Mahmudullah (BAN),1.0,0,4,0,4.00,1,,v India,Melbourne,19 Mar 2015,
Sabbir Rahman (BAN),0.1,0,4,0,24.00,2,,v South Africa,Mirpur,10 Jul 2015,
F Behardien (SA),1.0,0,4,0,4.00,1,,v India,Indore,14 Oct 2015,
Yamin Ahmadzai (AFG),3.0,1,4,0,1.33,2,,v Zimbabwe,Sharjah,25 Dec 2015,
JP Duminy (SA),1.0,0,4,0,4.00,1,,v New Zealand,Hamilton,19 Feb 2017,
JE Root (ENG),1.0,0,4,0,4.00,2,,v South Africa,Leeds,24 May 2017,
CR Woakes (ENG),2.0,1,4,0,2.00,1,,v Bangladesh,The Oval,1 Jun 2017,
Mehidy Hasan Miraz (BAN),1.0,0,4,0,4.00,2,,v Australia,The Oval,5 Jun 2017,
MR Marsh (AUS),1.0,0,4,0,4.00,2,,v England,Brisbane,19 Jan 2018,
TK Curran (ENG),0.1,0,4,0,24.00,2,,v West Indies,Gros Islet,2 Mar 2019,
KM Jadhav (IND),1.0,0,4,0,4.00,2,,v West Indies,Manchester,27 Jun 2019,
Mahmudullah (BAN),1.0,0,4,0,4.00,1,,v Sri Lanka,Colombo (RPS),26 Jul 2019,
Najmul Hossain Shanto (BAN),1.0,0,4,0,4.00,2,,v West Indies,Chattogram,25 Jan 2021,
JE Root (ENG),0.1,0,4,0,24.00,2,,v India,Manchester,17 Jul 2022,
AR Patel (IND),2.0,1,4,0,2.00,2,,v West Indies,Bridgetown,29 Jul 2023,
TM Head (AUS),2.0,0,4,0,2.00,1,,v India,Ahmedabad,19 Nov 2023,
Rishad Hossain (BAN),3.0,0,4,0,1.33,1,,v New Zealand,Napier,23 Dec 2023,
KS Williamson (NZ),1.0,0,5,0,5.00,1,,v South Africa,Auckland,24 Mar 2015,
