,player,runs,mins,bf,4s,6s,sr,inns_batting,overs,mdns,runs_given,wkts,econ,inns_bowling,dis,ct,st,ct_wk,ct_fi,opposition,ground,start_date,country,runs_clean,Credits,Player Type,Player Name,Team,Bowling Style,fantasy_points,preferred_style,opponent_tier
5634,SS Iyer,62.0,102,63,9,0,98.41,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v New Zealand,Mount Maunganui,2020-02-11,IND,62.0,8.0,BAT,Shreyas Iyer,IND,,114.0,,2
5635,V Kohli,9.0,20,12,0,1,75.0,1,DNB,0,0,0,0.0,2,2.0,2,0,0,2,v New Zealand,Mount Maunganui,2020-02-11,IND,9.0,9.0,BAT,Virat Kohli,IND,,35.0,,2
5642,RA Jadeja,,12,7,1,0,114.28,1,10.0,0,45,1,4.5,2,0.0,0,0,0,0,v New Zealand,Mount Maunganui,2020-02-11,IND,8.0,8.0,ALL,Ravindra Jadeja,IND,Spin,41.0,,2
5644,MJ Santner,,0,0,0,0,0.0,2,10.0,0,59,0,5.9,1,1.0,1,0,0,1,v India,Mount Maunganui,2020-02-11,NZ,,8.0,ALL,Mitchell Santner,NZ,Spin,12.0,,1
5648,KL Rahul,112.0,150,113,9,2,99.11,1,DNB,0,0,0,0.0,2,1.0,1,0,1,0,v New Zealand,Mount Maunganui,2020-02-11,IND,112.0,7.5,WK,Lokesh Rahul,IND,,212.0,,2
5649,KS Williamson,22.0,43,31,2,0,70.96,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v India,Mount Maunganui,2020-02-11,NZ,22.0,9.0,BAT,Kane Williamson,NZ,,34.0,,1
5652,T Bavuma,29.0,56,43,3,0,67.44,1,DNB,0,0,0,0.0,2,2.0,2,0,0,2,v England,Johannesburg,2020-02-09,SA,29.0,8.0,BAT,Temba Bavuma,SA,,65.0,,1
5655,T Banton,32.0,51,32,4,1,100.0,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v South Africa,Johannesburg,2020-02-09,ENG,32.0,6.5,BAT,Tom Banton,ENG,,62.0,,2
5656,JE Root,49.0,88,52,3,0,94.23,2,7.0,0,42,0,6.0,1,0.0,0,0,0,0,v South Africa,Johannesburg,2020-02-09,ENG,49.0,8.0,ALL,Joe Root,ENG,Spin,69.0,,2
5657,T Shamsi,,0,0,0,0,0.0,1,10.0,0,58,1,5.8,2,0.0,0,0,0,0,v England,Johannesburg,2020-02-09,SA,,6.5,BOWL,Tabraiz Shamsi,SA,Spin,29.0,,1
5658,AU Rashid,2.0,16,10,0,0,20.0,2,10.0,0,51,3,5.1,1,0.0,0,0,0,0,v South Africa,Johannesburg,2020-02-09,ENG,2.0,8.5,BOWL,Adil Rashid,ENG,Spin,81.0,,2
5659,S Mahmood,,0,0,0,0,0.0,2,5.0,1,17,1,3.4,1,0.0,0,0,0,0,v South Africa,Johannesburg,2020-02-09,ENG,,7.5,BOWL,Saqib Mahmood,ENG,Pace,39.0,,2
5667,HE van der Dussen,5.0,8,8,1,0,62.5,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v England,Johannesburg,2020-02-09,SA,5.0,8.0,BAT,Rassie van der-Dussen,SA,,13.0,,1
5669,DA Miller,,90,53,4,4,130.18,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v England,Johannesburg,2020-02-09,SA,69.0,7.5,BAT,David Miller,SA,,129.0,,1
5671,L Ngidi,,0,0,0,0,0.0,1,9.0,2,63,3,7.0,2,1.0,1,0,0,1,v England,Johannesburg,2020-02-09,SA,,7.0,BOWL,Lungi Ngidi,SA,Pace,97.0,,1
5677,KL Rahul,4.0,17,8,0,0,50.0,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v New Zealand,Auckland,2020-02-08,IND,4.0,7.5,WK,Lokesh Rahul,IND,,8.0,,2
5681,RA Jadeja,55.0,130,73,2,1,75.34,2,10.0,0,35,1,3.5,1,0.0,0,0,0,0,v New Zealand,Auckland,2020-02-08,IND,55.0,8.0,ALL,Ravindra Jadeja,IND,Spin,112.0,,2
5682,SS Iyer,52.0,101,57,7,1,91.22,2,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v New Zealand,Auckland,2020-02-08,IND,52.0,8.0,BAT,Shreyas Iyer,IND,,110.0,,2
5683,MS Chapman,1.0,2,2,0,0,50.0,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v India,Auckland,2020-02-08,NZ,1.0,6.5,BAT,Mark Chapman,NZ,,5.0,,1
5688,TWM Latham,7.0,15,14,0,0,50.0,1,DNB,0,0,0,0.0,2,1.0,1,0,1,0,v India,Auckland,2020-02-08,NZ,7.0,7.5,WK,Tom Latham,NZ,,19.0,,1
5689,V Kohli,15.0,31,25,1,0,60.0,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v New Zealand,Auckland,2020-02-08,IND,15.0,9.0,BAT,Virat Kohli,IND,,23.0,,2
5694,T Shamsi,,0,0,0,0,0.0,1,TDNB,0,0,0,0.0,-,,0,0,0,0,v England,Durban,2020-02-07,SA,,6.5,BOWL,Tabraiz Shamsi,SA,Spin,4.0,,1
5705,HE van der Dussen,,0,0,0,0,0.0,1,TDNB,0,0,0,0.0,-,,0,0,0,0,v England,Durban,2020-02-07,SA,,8.0,BAT,Rassie van der-Dussen,SA,,4.0,,1
5708,T Bavuma,21.0,22,17,1,1,123.52,1,TDNB,0,0,0,0.0,-,,0,0,0,0,v England,Durban,2020-02-07,SA,21.0,8.0,BAT,Temba Bavuma,SA,,35.0,,1
5711,DA Miller,,0,0,0,0,0.0,1,TDNB,0,0,0,0.0,-,,0,0,0,0,v England,Durban,2020-02-07,SA,,7.5,BAT,David Miller,SA,,4.0,,1
5712,JE Root,,0,0,0,0,0.0,-,1.0,0,4,1,4.0,1,0.0,0,0,0,0,v South Africa,Durban,2020-02-07,ENG,,8.0,ALL,Joe Root,ENG,Spin,29.0,,2
5715,T Banton,,0,0,0,0,0.0,-,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v South Africa,Durban,2020-02-07,ENG,,6.5,BAT,Tom Banton,ENG,,4.0,,2
5722,SS Iyer,103.0,161,107,11,1,96.26,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v New Zealand,Hamilton,2020-02-05,IND,103.0,8.0,BAT,Shreyas Iyer,IND,,197.0,,2
5723,RA Jadeja,,0,0,0,0,0.0,1,10.0,0,64,0,6.4,2,0.0,0,0,0,0,v New Zealand,Hamilton,2020-02-05,IND,,8.0,ALL,Ravindra Jadeja,IND,Spin,4.0,,2
5724,Mohammed Shami,,0,0,0,0,0.0,1,9.1,0,63,1,6.87,2,1.0,1,0,0,1,v New Zealand,Hamilton,2020-02-05,IND,,8.5,BOWL,Mohammed Shami,IND,Pace,37.0,,2
5729,KL Rahul,,102,64,3,6,137.5,1,DNB,0,0,0,0.0,2,1.0,0,1,0,0,v New Zealand,Hamilton,2020-02-05,IND,88.0,7.5,WK,Lokesh Rahul,IND,,180.0,,2
5730,V Kohli,51.0,88,63,6,0,80.95,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v New Zealand,Hamilton,2020-02-05,IND,51.0,9.0,BAT,Virat Kohli,IND,,91.0,,2
5731,TWM Latham,69.0,69,48,8,2,143.75,2,DNB,0,0,0,0.0,1,1.0,1,0,1,0,v India,Hamilton,2020-02-05,NZ,69.0,7.5,WK,Tom Latham,NZ,,143.0,,1
5732,MJ Santner,,9,9,1,1,133.33,2,10.0,0,58,0,5.8,1,1.0,1,0,0,1,v India,Hamilton,2020-02-05,NZ,12.0,8.0,ALL,Mitchell Santner,NZ,Spin,34.0,,1
5737,Kuldeep Yadav,,0,0,0,0,0.0,1,10.0,0,84,2,8.4,2,0.0,0,0,0,0,v New Zealand,Hamilton,2020-02-05,IND,,8.0,BOWL,Kuldeep Yadav,IND,Spin,50.0,,2
5741,T Banton,18.0,24,23,3,0,78.26,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v South Africa,Cape Town,2020-02-04,ENG,18.0,6.5,BAT,Tom Banton,ENG,,34.0,,2
5746,JE Root,17.0,28,21,0,0,80.95,1,7.0,0,35,1,5.0,2,0.0,0,0,0,0,v South Africa,Cape Town,2020-02-04,ENG,17.0,8.0,ALL,Joe Root,ENG,Spin,46.0,,2
5748,L Ngidi,,0,0,0,0,0.0,2,7.0,0,42,0,6.0,1,0.0,0,0,0,0,v England,Cape Town,2020-02-04,SA,,7.0,BOWL,Lungi Ngidi,SA,Pace,4.0,,1
5750,HE van der Dussen,,46,45,3,0,84.44,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v England,Cape Town,2020-02-04,SA,38.0,8.0,BAT,Rassie van der-Dussen,SA,,58.0,,1
5752,T Shamsi,,0,0,0,0,0.0,2,10.0,0,38,3,3.8,1,0.0,0,0,0,0,v England,Cape Town,2020-02-04,SA,,6.5,BOWL,Tabraiz Shamsi,SA,Spin,81.0,,1
5753,T Bavuma,98.0,150,103,5,2,95.14,2,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v England,Cape Town,2020-02-04,SA,98.0,8.0,BAT,Temba Bavuma,SA,,166.0,,1
5755,DA Miller,,0,0,0,0,0.0,2,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v England,Cape Town,2020-02-04,SA,,7.5,BAT,David Miller,SA,,12.0,,1
5760,RG Sharma,119.0,0,128,8,6,92.96,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v Australia,Bengaluru,2020-01-19,IND,119.0,9.0,BAT,Rohit Sharma,IND,,231.0,,1
5765,Mohammed Shami,,0,0,0,0,0.0,2,10.0,0,63,4,6.3,1,0.0,0,0,0,0,v Australia,Bengaluru,2020-01-19,IND,,8.5,BOWL,Mohammed Shami,IND,Pace,108.0,,1
5769,SPD Smith,131.0,0,132,14,1,99.24,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v India,Bengaluru,2020-01-19,AUS,131.0,8.5,BAT,Steven Smith,AUS,,257.0,,1
5770,RA Jadeja,,0,0,0,0,0.0,2,10.0,1,44,2,4.4,1,0.0,0,0,0,0,v Australia,Bengaluru,2020-01-19,IND,,8.0,ALL,Ravindra Jadeja,IND,Spin,62.0,,1
5772,SS Iyer,,0,35,6,1,125.71,2,DNB,0,0,0,0.0,1,2.0,2,0,0,2,v Australia,Bengaluru,2020-01-19,IND,44.0,8.0,BAT,Shreyas Iyer,IND,,102.0,,1
5773,V Kohli,89.0,0,91,8,0,97.8,2,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v Australia,Bengaluru,2020-01-19,IND,89.0,9.0,BAT,Virat Kohli,IND,,157.0,,1
5775,A Zampa,1.0,0,6,0,0,16.66,1,10.0,0,44,1,4.4,2,0.0,0,0,0,0,v India,Bengaluru,2020-01-19,AUS,1.0,9.0,BOWL,Adam Zampa,AUS,Spin,32.0,,1
5777,AT Carey,35.0,0,36,6,0,97.22,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v India,Bengaluru,2020-01-19,AUS,35.0,7.0,WK,Alex Carey,AUS,,67.0,,1
5778,M Labuschagne,54.0,0,64,5,0,84.37,1,1.0,0,11,0,11.0,2,0.0,0,0,0,0,v India,Bengaluru,2020-01-19,AUS,54.0,7.5,BAT,Marnus Labuschagne,AUS,,90.0,,1
5779,KL Rahul,19.0,0,27,2,0,70.37,2,DNB,0,0,0,0.0,1,2.0,2,0,2,0,v Australia,Bengaluru,2020-01-19,IND,19.0,7.5,WK,Lokesh Rahul,IND,,47.0,,1
5780,Kuldeep Yadav,,0,0,0,0,0.0,2,10.0,0,62,1,6.2,1,0.0,0,0,0,0,v Australia,Bengaluru,2020-01-19,IND,,8.0,BOWL,Kuldeep Yadav,IND,Spin,29.0,,1
5782,Kuldeep Yadav,,0,0,0,0,0.0,1,10.0,0,65,2,6.5,2,0.0,0,0,0,0,v Australia,Rajkot,2020-01-17,IND,,8.0,BOWL,Kuldeep Yadav,IND,Spin,54.0,,1
5783,SPD Smith,98.0,0,102,9,1,96.07,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v India,Rajkot,2020-01-17,AUS,98.0,8.5,BAT,Steven Smith,AUS,,168.0,,1
5784,A Zampa,6.0,0,6,1,0,100.0,2,10.0,0,50,3,5.0,1,0.0,0,0,0,0,v India,Rajkot,2020-01-17,AUS,6.0,9.0,BOWL,Adam Zampa,AUS,Spin,89.0,,1
5789,SS Iyer,7.0,0,17,1,0,41.17,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Australia,Rajkot,2020-01-17,IND,7.0,8.0,BAT,Shreyas Iyer,IND,,15.0,,1
5792,RA Jadeja,,0,16,1,0,125.0,1,10.0,0,58,2,5.8,2,0.0,0,0,0,0,v Australia,Rajkot,2020-01-17,IND,20.0,8.0,ALL,Ravindra Jadeja,IND,Spin,78.0,,1
5793,AT Carey,18.0,0,17,0,1,105.88,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v India,Rajkot,2020-01-17,AUS,18.0,7.0,WK,Alex Carey,AUS,,28.0,,1
5794,M Labuschagne,46.0,0,47,4,0,97.87,2,2.0,0,14,0,7.0,1,0.0,0,0,0,0,v India,Rajkot,2020-01-17,AUS,46.0,7.5,BAT,Marnus Labuschagne,AUS,,70.0,,1
5799,Mohammed Shami,,0,1,0,0,100.0,1,10.0,0,77,3,7.7,2,1.0,1,0,0,1,v Australia,Rajkot,2020-01-17,IND,1.0,8.5,BOWL,Mohammed Shami,IND,Pace,86.0,,1
5800,RG Sharma,42.0,0,44,6,0,95.45,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Australia,Rajkot,2020-01-17,IND,42.0,9.0,BAT,Rohit Sharma,IND,,74.0,,1
5802,V Kohli,78.0,0,76,6,0,102.63,1,DNB,0,0,0,0.0,2,1.0,1,0,0,1,v Australia,Rajkot,2020-01-17,IND,78.0,9.0,BAT,Virat Kohli,IND,,140.0,,1
5803,KL Rahul,80.0,0,52,6,3,153.84,1,DNB,0,0,0,0.0,2,3.0,2,1,2,0,v Australia,Rajkot,2020-01-17,IND,80.0,7.5,WK,Lokesh Rahul,IND,,184.0,,1
5804,KL Rahul,47.0,0,61,4,0,77.04,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Australia,Wankhede,2020-01-14,IND,47.0,7.5,WK,Lokesh Rahul,IND,,71.0,,1
5807,Kuldeep Yadav,17.0,0,15,2,0,113.33,1,10.0,0,55,0,5.5,2,0.0,0,0,0,0,v Australia,Wankhede,2020-01-14,IND,17.0,8.0,BOWL,Kuldeep Yadav,IND,Spin,29.0,,1
5808,RR Pant,28.0,0,33,2,1,84.84,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Australia,Wankhede,2020-01-14,IND,28.0,7.0,WK,Rishabh Pant,IND,,50.0,,1
5813,M Labuschagne,,0,0,0,0,0.0,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v India,Wankhede,2020-01-14,AUS,,7.5,BAT,Marnus Labuschagne,AUS,,4.0,,1
5814,A Zampa,,0,0,0,0,0.0,2,10.0,0,53,1,5.3,1,1.0,1,0,0,1,v India,Wankhede,2020-01-14,AUS,,9.0,BOWL,Adam Zampa,AUS,Spin,37.0,,1
5815,V Kohli,16.0,0,14,0,1,114.28,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Australia,Wankhede,2020-01-14,IND,16.0,9.0,BAT,Virat Kohli,IND,,26.0,,1
5816,Mohammed Shami,10.0,0,15,1,0,66.66,1,7.4,0,58,0,7.56,2,0.0,0,0,0,0,v Australia,Wankhede,2020-01-14,IND,10.0,8.5,BOWL,Mohammed Shami,IND,Pace,16.0,,1
5818,SPD Smith,,0,0,0,0,0.0,2,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v India,Wankhede,2020-01-14,AUS,,8.5,BAT,Steven Smith,AUS,,12.0,,1
5819,RG Sharma,10.0,0,15,2,0,66.66,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Australia,Wankhede,2020-01-14,IND,10.0,9.0,BAT,Rohit Sharma,IND,,22.0,,1
5820,RA Jadeja,25.0,0,32,2,1,78.12,1,8.0,0,41,0,5.12,2,0.0,0,0,0,0,v Australia,Wankhede,2020-01-14,IND,25.0,8.0,ALL,Ravindra Jadeja,IND,Spin,47.0,,1
5822,AT Carey,,0,0,0,0,0.0,2,DNB,0,0,0,0.0,1,3.0,3,0,3,0,v India,Wankhede,2020-01-14,AUS,,7.0,WK,Alex Carey,AUS,,32.0,,1
5823,SS Iyer,4.0,0,9,0,0,44.44,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Australia,Wankhede,2020-01-14,IND,4.0,8.0,BAT,Shreyas Iyer,IND,,8.0,,1
5826,RR Pant,7.0,0,6,1,0,116.66,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v West Indies,Cuttack,2019-12-22,IND,7.0,7.0,WK,Rishabh Pant,IND,,15.0,,3
5827,Mohammed Shami,,0,0,0,0,0.0,2,10.0,2,66,1,6.6,1,0.0,0,0,0,0,v West Indies,Cuttack,2019-12-22,IND,,8.5,BOWL,Mohammed Shami,IND,Pace,41.0,,3
5828,SS Iyer,7.0,0,7,1,0,100.0,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v West Indies,Cuttack,2019-12-22,IND,7.0,8.0,BAT,Shreyas Iyer,IND,,15.0,,3
5829,RG Sharma,63.0,0,63,8,1,100.0,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v West Indies,Cuttack,2019-12-22,IND,63.0,9.0,BAT,Rohit Sharma,IND,,117.0,,3
5832,KL Rahul,77.0,0,89,8,1,86.51,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v West Indies,Cuttack,2019-12-22,IND,77.0,7.5,WK,Lokesh Rahul,IND,,143.0,,3
5833,RA Jadeja,,0,31,4,0,125.8,2,10.0,0,54,1,5.4,1,1.0,1,0,0,1,v West Indies,Cuttack,2019-12-22,IND,39.0,8.0,ALL,Ravindra Jadeja,IND,Spin,100.0,,3
5835,Kuldeep Yadav,,0,0,0,0,0.0,2,10.0,0,67,0,6.7,1,1.0,1,0,0,1,v West Indies,Cuttack,2019-12-22,IND,,8.0,BOWL,Kuldeep Yadav,IND,Spin,12.0,,3
5836,V Kohli,85.0,0,81,9,0,104.93,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v West Indies,Cuttack,2019-12-22,IND,85.0,9.0,BAT,Virat Kohli,IND,,151.0,,3
5837,SS Iyer,53.0,0,32,3,4,165.62,1,1.0,0,13,0,13.0,2,1.0,1,0,0,1,v West Indies,Visakhapatnam,2019-12-18,IND,53.0,8.0,BAT,Shreyas Iyer,IND,,119.0,,3
5839,RG Sharma,159.0,0,138,17,5,115.21,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v West Indies,Visakhapatnam,2019-12-18,IND,159.0,9.0,BAT,Rohit Sharma,IND,,347.0,,3
5841,Mohammed Shami,,0,0,0,0,0.0,1,7.3,0,39,3,5.2,2,0.0,0,0,0,0,v West Indies,Visakhapatnam,2019-12-18,IND,,8.5,BOWL,Mohammed Shami,IND,Pace,79.0,,3
5842,V Kohli,0.0,0,1,0,0,0.0,1,DNB,0,0,0,0.0,2,2.0,2,0,0,2,v West Indies,Visakhapatnam,2019-12-18,IND,0.0,9.0,BAT,Virat Kohli,IND,,17.0,,3
5843,RA Jadeja,,0,0,0,0,0.0,1,10.0,0,74,2,7.4,2,0.0,0,0,0,0,v West Indies,Visakhapatnam,2019-12-18,IND,0.0,8.0,ALL,Ravindra Jadeja,IND,Spin,49.0,,3
5844,Kuldeep Yadav,,0,0,0,0,0.0,1,10.0,0,52,3,5.2,2,1.0,1,0,0,1,v West Indies,Visakhapatnam,2019-12-18,IND,,8.0,BOWL,Kuldeep Yadav,IND,Spin,87.0,,3
5845,RR Pant,39.0,0,16,3,4,243.75,1,DNB,0,0,0,0.0,2,2.0,1,1,1,0,v West Indies,Visakhapatnam,2019-12-18,IND,39.0,7.0,WK,Rishabh Pant,IND,,103.0,,3
5847,KL Rahul,102.0,0,104,8,3,98.07,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v West Indies,Visakhapatnam,2019-12-18,IND,102.0,7.5,WK,Lokesh Rahul,IND,,196.0,,3
5849,RA Jadeja,21.0,0,21,2,0,100.0,1,10.0,0,58,0,5.8,2,0.0,0,0,0,0,v West Indies,Chennai,2019-12-15,IND,21.0,8.0,ALL,Ravindra Jadeja,IND,Spin,33.0,,3
5851,SS Iyer,70.0,0,88,5,1,79.54,1,DNB,0,0,0,0.0,2,1.0,1,0,0,1,v West Indies,Chennai,2019-12-15,IND,70.0,8.0,BAT,Shreyas Iyer,IND,,120.0,,3
5852,V Kohli,4.0,0,4,1,0,100.0,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v West Indies,Chennai,2019-12-15,IND,4.0,9.0,BAT,Virat Kohli,IND,,12.0,,3
5853,Kuldeep Yadav,,0,0,0,0,0.0,1,10.0,0,45,0,4.5,2,0.0,0,0,0,0,v West Indies,Chennai,2019-12-15,IND,,8.0,BOWL,Kuldeep Yadav,IND,Spin,4.0,,3
5854,KL Rahul,6.0,0,15,1,0,40.0,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v West Indies,Chennai,2019-12-15,IND,6.0,7.5,WK,Lokesh Rahul,IND,,14.0,,3
5855,RG Sharma,36.0,0,56,6,0,64.28,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v West Indies,Chennai,2019-12-15,IND,36.0,9.0,BAT,Rohit Sharma,IND,,68.0,,3
5856,RR Pant,71.0,0,69,7,1,102.89,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v West Indies,Chennai,2019-12-15,IND,71.0,7.0,WK,Rishabh Pant,IND,,123.0,,3
5858,Mohammed Shami,,0,1,0,0,0.0,1,9.0,1,57,1,6.33,2,0.0,0,0,0,0,v West Indies,Chennai,2019-12-15,IND,0.0,8.5,BOWL,Mohammed Shami,IND,Pace,35.0,,3
5862,Rashid Khan,0.0,0,3,0,0,0.0,1,10.0,0,46,1,4.6,2,0.0,0,0,0,0,v West Indies,Lucknow,2019-11-11,AFG,0.0,9.0,BOWL,Rashid-Khan,AFG,Spin,29.0,,3
5863,Ikram Alikhil,9.0,0,29,0,0,31.03,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v West Indies,Lucknow,2019-11-11,AFG,9.0,6.5,WK,Ikram Alikhil,AFG,,9.0,,3
5865,Mohammad Nabi,,0,66,3,1,75.75,1,10.0,1,47,1,4.7,2,0.0,0,0,0,0,v West Indies,Lucknow,2019-11-11,AFG,50.0,8.0,ALL,Mohammad Nabi,AFG,Spin,115.0,,3
5866,Ibrahim Zadran,2.0,0,9,0,0,22.22,1,DNB,0,0,0,0.0,2,1.0,1,0,0,1,v West Indies,Lucknow,2019-11-11,AFG,2.0,8.0,BAT,Ibrahim Zadran,AFG,,14.0,,3
5868,Rahmat Shah,10.0,0,17,0,1,58.82,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v West Indies,Lucknow,2019-11-11,AFG,10.0,7.5,BAT,Rahmat Shah,AFG,,20.0,,3
5872,Rashid Khan,2.0,0,9,0,0,22.22,2,10.0,0,45,1,4.5,1,1.0,1,0,0,1,v West Indies,Lucknow,2019-11-09,AFG,2.0,9.0,BOWL,Rashid-Khan,AFG,Spin,39.0,,3
5874,Mohammad Nabi,32.0,0,38,5,0,84.21,2,10.0,2,37,1,3.7,1,0.0,0,0,0,0,v West Indies,Lucknow,2019-11-09,AFG,32.0,8.0,ALL,Mohammad Nabi,AFG,Spin,99.0,,3
5876,Ikram Alikhil,19.0,0,36,2,0,52.77,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v West Indies,Lucknow,2019-11-09,AFG,19.0,6.5,WK,Ikram Alikhil,AFG,,31.0,,3
5880,Rahmat Shah,33.0,0,54,4,0,61.11,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v West Indies,Lucknow,2019-11-09,AFG,33.0,7.5,BAT,Rahmat Shah,AFG,,57.0,,3
5883,Rahmat Shah,61.0,0,80,6,1,76.25,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v West Indies,Lucknow,2019-11-06,AFG,61.0,7.5,BAT,Rahmat Shah,AFG,,107.0,,3
5886,Mohammad Nabi,1.0,0,14,0,0,7.14,1,10.0,0,44,0,4.4,2,0.0,0,0,0,0,v West Indies,Lucknow,2019-11-06,AFG,1.0,8.0,ALL,Mohammad Nabi,AFG,Spin,7.0,,3
5888,Gulbadin Naib,17.0,0,16,3,0,106.25,1,5.0,0,28,0,5.6,2,0.0,0,0,0,0,v West Indies,Lucknow,2019-11-06,AFG,17.0,7.0,ALL,Gulbadin Naib,AFG,Pace,33.0,,3
5890,Ikram Alikhil,58.0,0,62,6,1,93.54,1,DNB,0,0,0,0.0,2,1.0,1,0,1,0,v West Indies,Lucknow,2019-11-06,AFG,58.0,6.5,WK,Ikram Alikhil,AFG,,112.0,,3
5891,Rashid Khan,0.0,0,2,0,0,0.0,1,10.0,0,43,0,4.3,2,0.0,0,0,0,0,v West Indies,Lucknow,2019-11-06,AFG,0.0,9.0,BOWL,Rashid-Khan,AFG,Spin,6.0,,3
5893,Babar Azam,31.0,0,26,2,0,119.23,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v Sri Lanka,Karachi,2019-10-02,PAK,31.0,8.5,BAT,Babar Azam,PAK,,49.0,BAL,2
5901,Fakhar Zaman,76.0,0,91,7,1,83.51,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v Sri Lanka,Karachi,2019-10-02,PAK,76.0,8.0,BAT,Fakhar Zaman,PAK,,138.0,BAL,2
5904,Fakhar Zaman,54.0,0,65,6,1,83.07,1,DNB,0,0,0,0.0,2,2.0,2,0,0,2,v Sri Lanka,Karachi,2019-09-30,PAK,54.0,8.0,BAT,Fakhar Zaman,PAK,,116.0,BAL,2
5909,Babar Azam,115.0,0,105,8,4,109.52,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Sri Lanka,Karachi,2019-09-30,PAK,115.0,8.5,BAT,Babar Azam,PAK,,217.0,BAL,2
5914,RR Pant,0.0,3,1,0,0,0.0,2,DNB,0,0,0,0.0,1,1.0,1,0,1,0,v West Indies,Port of Spain,2019-08-14,IND,0.0,7.0,WK,Rishabh Pant,IND,,9.0,,3
5916,SS Iyer,65.0,65,41,3,5,158.53,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v West Indies,Port of Spain,2019-08-14,IND,65.0,8.0,BAT,Shreyas Iyer,IND,,129.0,,3
5918,RA Jadeja,,0,0,0,0,0.0,2,5.0,0,26,1,5.2,1,0.0,0,0,0,0,v West Indies,Port of Spain,2019-08-14,IND,,8.0,ALL,Ravindra Jadeja,IND,Spin,29.0,,3
5919,RG Sharma,10.0,13,6,2,0,166.66,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v West Indies,Port of Spain,2019-08-14,IND,10.0,9.0,BAT,Rohit Sharma,IND,,22.0,,3
5920,Mohammed Shami,,0,0,0,0,0.0,2,7.0,1,50,2,7.14,1,0.0,0,0,0,0,v West Indies,Port of Spain,2019-08-14,IND,,8.5,BOWL,Mohammed Shami,IND,Pace,58.0,,3
5924,V Kohli,,127,99,14,0,115.15,2,DNB,0,0,0,0.0,1,2.0,2,0,0,2,v West Indies,Port of Spain,2019-08-14,IND,114.0,9.0,BAT,Virat Kohli,IND,,232.0,,3
5925,SS Iyer,71.0,101,68,5,1,104.41,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v West Indies,Port of Spain,2019-08-11,IND,71.0,8.0,BAT,Shreyas Iyer,IND,,115.0,,3
